CDM project reference number,HostParty,Issuance process ID,Issuance date,Status,Total,Vintage Year
3796,IN,KBS_Cert1377774307.05,16/5/14,Held," 20,598 ",2011
862,IN,KBS_Cert1389615298.73,16/5/14,Held," 498,453 ",2013
1040,TH,PJR CDM1366735835.58,16/5/14,Held," 229,420 ",2009
8095,IN,RINA1387867613.72,16/5/14,Held," 5,260 ",2012
8095,IN,RINA1387867613.72,16/5/14,Held," 49,682 ",2013
1936,ID,RWTUV1362036690.45,16/5/14,Held," 28,576 ",2009
2467,MY,RWTUV1379588622.72,16/5/14,Held," 193,581 ",2013
287,IN,TUEV-RHEIN1373609576.13,16/5/14,Held," 183,474 ",2007
287,IN,TUEV-RHEIN1373610714.48,16/5/14,Held," 250,126 ",2008
834,EG,RWTUV1369133325.64,15/5/14,Held," 38,490 ",2013
834,EG,RWTUV1369133325.64,15/5/14,Held," 116,041 ",2012
1664,CN,RWTUV1378712725.07,14/5/14,Held," 33,138 ",2013
1664,CN,RWTUV1378712725.07,14/5/14,Held," 113,132 ",2011
3057,CN,CTI1384512515.61,9/5/14,Held," 125,941 ",2011
2636,VN,DNV-CUK1379405329.75,9/5/14,Held," 10,680 ",2013
2636,VN,DNV-CUK1379405329.75,9/5/14,Held," 15,029 ",2012
287,IN,TUEV-RHEIN1373609087.57,9/5/14,Held," 128,089 ",2006
487,TN,TUEV-SUED1340791609.88,9/5/14,Held," 63,323 ",2011
164,BR,TUEV-SUED1349679638.6,9/5/14,Held," 413,233 ",2010
313,IN,TUEV-SUED1384941943.86,9/5/14,Held," 8,550 ",2012
313,IN,TUEV-SUED1384941943.86,9/5/14,Held," 20,229 ",2013
1052,CL,AENOR1357837324.45,7/5/14,Held," 82,053 ",2011
2474,IN,RWTUV1383024774.6,7/5/14,Held," 19,611 ",2012
2474,IN,RWTUV1383024774.6,7/5/14,Held," 8,866 ",2013
347,IN,SGS-UKL1381416407.67,7/5/14,Held," 14,631 ",2012
347,IN,SGS-UKL1381416407.67,7/5/14,Held," 4,755 ",2013
574,CN,RWTUV1388736343.4,6/5/14,Held," 162,282 ",2013
574,CN,RWTUV1388736343.4,6/5/14,Held," 15,556 ",2012
549,CN,SGS-UKL1386327185.65,6/5/14,Held," 132,070 ",2013
1249,PE,TUEV-RHEIN1359881121.69,6/5/14,Held," 52,358 ",2011
5106,CN,TUEV-RHEIN1387188450.58,5/5/14,Held," 150,705 ",2013
775,UG,AENOR1365058500.35,2/5/14,Held," 11,331 ",2009
809,BR,BVQI1383633355.96,2/5/14,Held," 57,997 ",2012
809,BR,BVQI1383633355.96,2/5/14,Held," 49,769 ",2013
2509,ID,TUEV-RHEIN1267596651.05,2/5/14,Held," 2,917 ",2009
6673,MY,Applus1388654873.05,25/4/14,Held," 178,396 ",2013
530,BR,DNV-CUK1349679208.47,25/4/14,Held," 207,720 ",2009
4236,VN,RWTUV1386067719.66,25/4/14,Held," 28,395 ",2013
4236,VN,RWTUV1386067719.66,25/4/14,Held," 2,368 ",2012
5030,VN,RWTUV1386067924.95,25/4/14,Held," 1,186 ",2012
5030,VN,RWTUV1386067924.95,25/4/14,Held," 18,358 ",2013
1314,CR,RWTUV1381736062.44,24/4/14,Held," 37,993 ",2013
1314,CR,RWTUV1381736062.44,24/4/14,Held," 13,567 ",2012
5119,CN,TUEV-RHEIN1387187665.41,23/4/14,Held," 151,466 ",2013
86,PE,AENOR1372970675.74,22/4/14,Held," 12,123 ",2013
86,PE,AENOR1372970675.74,22/4/14,Held," 78,344 ",2011
5437,MX,ICONTEC1362675186.71,22/4/14,Held," 4,710 ",2012
1262,CN,LRQA Ltd1386850825.75,22/4/14,Held," 353,834 ",2012
2181,MY,RWTUV1376479781.93,22/4/14,Held," 89,350 ",2011
6840,CN,RWTUV1386233635.81,22/4/14,Held," 92,778 ",2012
6840,CN,RWTUV1386233635.81,22/4/14,Held," 344,632 ",2013
2076,TH,SIRIM1381218807.52,22/4/14,Held," 82,936 ",2011
4821,CN,CTI1386659016.32,17/4/14,Held," 72,018 ",2012
4821,CN,CTI1386659016.32,17/4/14,Held," 79,159 ",2013
7344,CN,RINA1386060713.7,17/4/14,Held," 2,348 ",2012
7344,CN,RINA1386060713.7,17/4/14,Held," 8,111 ",2013
1836,PE,AENOR1372972071.02,16/4/14,Held," 8,475 ",2013
1836,PE,AENOR1372972071.02,16/4/14,Held," 93,416 ",2010
1698,CN,SGS-UKL1382957678.76,15/4/14,Held," 230,415 ",2012
1698,CN,SGS-UKL1382957678.76,15/4/14,Held," 34,503 ",2013
275,CO,ICONTEC1359758161.31,14/4/14,Held," 10,801 ",2011
8079,IN,RWTUV1375346955.14,14/4/14,Held, 729 ,2012
8079,IN,RWTUV1375346955.14,14/4/14,Held," 13,051 ",2013
3903,CN,BVQI1383898336.97,11/4/14,Held," 158,236 ",2011
3910,UZ,TUEV-RHEIN1381821035.46,11/4/14,Held," 539,490 ",2013
4883,UZ,TUEV-RHEIN1381823539.18,11/4/14,Held," 364,816 ",2013
3339,UZ,TUEV-RHEIN1381890655.69,10/4/14,Held," 918,426 ",2013
5197,CN,CCSC_DOE1384152823.12,9/4/14,Held," 71,363 ",2013
5197,CN,CCSC_DOE1384152823.12,9/4/14,Held," 83,040 ",2011
2128,IN,DNV-CUK1385729437.89,9/4/14,Held," 10,399 ",2012
2128,IN,DNV-CUK1385729437.89,9/4/14,Held," 19,461 ",2013
1568,IN,RWTUV1379317101.21,9/4/14,Held," 37,626 ",2013
1568,IN,RWTUV1379317101.21,9/4/14,Held," 21,741 ",2012
887,CN,ERM-CVS1348657618.36,8/4/14,Held," 249,028 ",2012
116,BR,ERM-CVS1385396242.55,7/4/14,Held," 2,151,980 ",2013
2667,GT,ICONTEC1371848721.39,7/4/14,Held," 52,365 ",2011
3483,TH,RWTUV1382619878.12,7/4/14,Held," 314,368 ",2013
3483,TH,RWTUV1382619878.12,7/4/14,Held," 286,529 ",2012
458,CL,SGS-UKL1243324159.93,7/4/14,Held," 251,835 ",2008
4988,CR,BVQI1360683705.13,4/4/14,Held," 51,304 ",2012
235,HN,DNV-CUK1366117721.14,4/4/14,Held, 982 ,2007
3220,BR,DNV-CUK1372332858.93,4/4/14,Held," 45,999 ",2011
902,CN,DNV-CUK1383739164.12,4/4/14,Held," 451,184 ",2013
902,CN,DNV-CUK1383739164.12,4/4/14,Held," 107,433 ",2012
892,CN,DNV-CUK1383820231.53,4/4/14,Held," 1,136,366 ",2012
892,CN,DNV-CUK1383820231.53,4/4/14,Held," 1,122,538 ",2013
9,HN,RWTUV1366795537.73,4/4/14,Held," 23,205 ",2012
235,HN,TUEV-RHEIN1366091918.13,4/4/14,Held," 2,967 ",2009
4700,IN,BVQI1380872688.26,3/4/14,Held," 68,389 ",2013
594,CN,Germanischer1363082539.01,3/4/14,Held," 34,902 ",2011
5734,CN,CEC1382405905.07,2/4/14,Held," 182,765 ",2012
1009,IN,TUEV-RHEIN1382598013.73,2/4/14,Held," 3,432 ",2012
1009,IN,TUEV-RHEIN1382598013.73,2/4/14,Held," 1,599 ",2013
1885,ID,DNV-CUK1362043867.8,31/3/14,Held," 4,997 ",2012
604,GT,AENOR1364999631.91,28/3/14,Held," 35,668 ",2011
2376,CN,Applus1353923843.7,28/3/14,Held," 151,116 ",2011
2376,CN,Applus1353923843.7,28/3/14,Held," 50,504 ",2013
5496,BR,DNV-CUK1364285703.68,28/3/14,Held," 25,792 ",2012
2478,CN,JACO1349057730.87,28/3/14,Held," 22,083 ",2010
2478,CN,JACO1349057730.87,28/3/14,Held," 18,662 ",2013
5416,NP,RWTUV1358512321.31,28/3/14,Held," 42,328 ",2011
4661,KR,TECO1375334300.97,28/3/14,Held," 58,515 ",2011
4661,KR,TECO1375334300.97,28/3/14,Held," 23,867 ",2013
2390,MX,TUEV-RHEIN1355292651.64,28/3/14,Held," 40,329 ",2012
4665,KR,BVQI1383128971.28,27/3/14,Held," 317,236 ",2012
4665,KR,BVQI1383130362.54,27/3/14,Held," 330,581 ",2012
1338,CN,TUEV-SUED1367220152.08,27/3/14,Held," 49,024 ",2011
4160,CN,Applus1380528344.6,24/3/14,Held," 37,802 ",2012
4160,CN,Applus1380528344.6,24/3/14,Held," 28,243 ",2013
1260,IN,RWTUV1364881468.42,24/3/14,Held," 72,400 ",2008
7148,CN,Applus1384510458.21,21/3/14,Held," 6,354 ",2012
7148,CN,Applus1384510458.21,21/3/14,Held," 26,200 ",2013
1168,IN,BVQI1380607368.62,21/3/14,Held," 7,659 ",2012
1168,IN,BVQI1380607368.62,21/3/14,Held," 58,742 ",2013
765,KR,DNV-CUK1378723334.99,21/3/14,Held," 154,686 ",2012
765,KR,DNV-CUK1378723334.99,21/3/14,Held," 411,018 ",2013
3319,CN,ERM-CVS1356344957.64,21/3/14,Held," 17,906 ",2011
4732,CN,RINA1377686299.44,21/3/14,Held," 58,314 ",2013
4732,CN,RINA1377686299.44,21/3/14,Held," 123,207 ",2011
3462,TH,RWTUV1382619803.16,21/3/14,Held," 279,594 ",2012
3462,TH,RWTUV1382619803.16,21/3/14,Held," 283,917 ",2013
2974,CN,TUEV-RHEIN1384498178.32,21/3/14,Held," 37,424 ",2011
3880,IN,RINA1380557484.42,20/3/14,Held," 4,313 ",2013
3880,IN,RINA1380557484.42,20/3/14,Held," 11,716 ",2012
916,MY,RWTUV1332848588.4,20/3/14,Held," 55,375 ",2009
5186,IN,BVQI1360655443.88,17/3/14,Held," 41,769 ",2012
4930,IN,BVQI1380352369.42,17/3/14,Held," 1,809 ",2012
4930,IN,BVQI1380352369.42,17/3/14,Held," 61,651 ",2013
310,IN,BVQI1380352996.72,17/3/14,Held," 48,769 ",2013
3710,IN,DNV-CUK1343136192.57,17/3/14,Held," 11,048 ",2010
3742,IN,TUEV-RHEIN1346923065.0,17/3/14,Held," 22,285 ",2010
2876,ID,AENOR1306254285.08,14/3/14,Held," 84,960 ",2009
2876,ID,AENOR1359995616.17,14/3/14,Held," 63,817 ",2011
2876,ID,AENOR1359995958.09,14/3/14,Held," 67,527 ",2012
1421,IN,BVQI1349764570.9,14/3/14,Held," 42,344 ",2009
679,IN,SGS-UKL1345199781.64,14/3/14,Held," 74,552 ",2008
2770,IN,TUEV-RHEIN1348222463.74,14/3/14,Held," 6,046 ",2009
6988,CN,RINA1379599518.03,13/3/14,Held," 114,663 ",2013
6988,CN,RINA1379599518.03,13/3/14,Held," 52,083 ",2012
1218,SV,AENOR1358514899.53,11/3/14,Held," 34,955 ",2012
5186,IN,BVQI1343747484.56,11/3/14,Held," 61,479 ",2011
5657,CN,China Quality1372062205.48,11/3/14,Held," 34,767 ",2012
5657,CN,China Quality1372062205.48,11/3/14,Held," 7,428 ",2013
1113,IL,DNV-CUK1369137642.42,10/3/14,Held," 11,097 ",2013
1113,IL,DNV-CUK1369137642.42,10/3/14,Held," 66,958 ",2011
1040,TH,PJR CDM1366735929.98,10/3/14,Held," 47,368 ",2013
1040,TH,PJR CDM1366735929.98,10/3/14,Held," 439,915 ",2011
1040,TH,PJR CDM1366823072.19,10/3/14,Held," 309,855 ",2007
2426,PE,AENOR1373400840.3,7/3/14,Held," 315,830 ",2012
2426,PE,AENOR1373400840.3,7/3/14,Held," 286,312 ",2013
2736,IN,PJR CDM1311329125.23,7/3/14,Held," 37,998 ",2009
28,HN,TUEV-RHEIN1365674626.54,7/3/14,Held," 61,151 ",2009
28,HN,TUEV-RHEIN1366872726.97,7/3/14,Held," 58,212 ",2006
7651,CN,JCI1378360752.76,6/3/14,Held," 14,130 ",2013
7651,CN,JCI1378360752.76,6/3/14,Held," 4,639 ",2012
2834,KR,KFQ1375697536.67,6/3/14,Held," 13,668 ",2012
2834,KR,KFQ1375697536.67,6/3/14,Held," 28,018 ",2013
504,PH,LRQA Ltd1348481162.9,6/3/14,Held," 31,764 ",2012
504,PH,LRQA Ltd1360230524.32,6/3/14,Held," 21,863 ",2012
4537,VN,TECO1374069687.36,6/3/14,Held," 372,691 ",2012
4537,VN,TECO1374069687.36,6/3/14,Held," 49,582 ",2013
5574,AZ,Germanischer1374567021.62,5/3/14,Held," 53,070 ",2012
4114,CN,JACO1376993554.98,4/3/14,Held," 42,795 ",2012
3826,TH,DNV-CUK1360325760.55,3/3/14,Held," 17,565 ",2012
2554,CO,ICONTEC1376065587.84,28/2/14,Held," 336,077 ",2012
2554,CO,ICONTEC1376065587.84,28/2/14,Held," 397,105 ",2013
370,IN,SGS-UKL1350289426.33,28/2/14,Held," 72,759 ",2010
4725,CN,TUEV-RHEIN1377671135.62,28/2/14,Held," 151,233 ",2013
4725,CN,TUEV-RHEIN1377671135.62,28/2/14,Held," 359,694 ",2011
2183,CO,TUEV-SUED1376282877.94,28/2/14,Held," 122,879 ",2013
2183,CO,TUEV-SUED1376282877.94,28/2/14,Held," 133,770 ",2012
4970,VN,TECO1374070005.15,27/2/14,Held," 351,195 ",2012
4970,VN,TECO1374070005.15,27/2/14,Held," 103,536 ",2013
7788,TH,DNV-CUK1368689301.34,25/2/14,Held," 4,927 ",2012
7788,TH,DNV-CUK1368689301.34,25/2/14,Held," 20,653 ",2013
2347,IN,RWTUV1378356093.57,25/2/14,Held," 227,039 ",2012
2347,IN,RWTUV1378356093.57,25/2/14,Held," 106,266 ",2013
3766,IN,DNV-CUK1330329026.2,24/2/14,Held," 24,931 ",2010
3222,BR,DNV-CUK1372334211.24,24/2/14,Held," 45,102 ",2011
1958,CL,RWTUV1359454736.54,24/2/14,Held," 44,919 ",2009
5125,BD,DNV-CUK1359970676.02,21/2/14,Held," 17,403 ",2011
169,BD,DNV-CUK1370596879.21,21/2/14,Held," 22,783 ",2010
1123,MX,ICONTEC1356639960.96,21/2/14,Held," 148,211 ",2010
1896,CN,RWTUV1362980807.75,21/2/14,Held," 797,102 ",2012
736,IN,RWTUV1373609970.5,21/2/14,Held," 22,671 ",2011
3533,IN,TUEV-RHEIN1365756497.87,21/2/14,Held," 6,104 ",2011
5486,IN,RWTUV1370607882.11,20/2/14,Held," 17,615 ",2012
3064,CN,CEC1342410886.98,19/2/14,Held," 124,748 ",2011
3730,CN,JACO1349517968.15,19/2/14,Held," 30,702 ",2011
707,IN,DNV-CUK1320151540.99,18/2/14,Held," 44,175 ",2007
1877,HN,RWTUV1367302821.67,17/2/14,Held," 10,125 ",2009
3887,BR,DNV-CUK1332150719.57,14/2/14,Held," 166,673 ",2000
4480,ID,DNV-CUK1359377700.58,14/2/14,Held," 27,559 ",2012
1921,ZA,DNV-CUK1361535180.04,14/2/14,Held," 749,633 ",2009
2472,CN,ERM-CVS1361236266.92,14/2/14,Held," 45,209 ",2010
814,IN,KBS_Cert1376392111.81,14/2/14,Held," 2,698 ",2012
814,IN,KBS_Cert1376392111.81,14/2/14,Held," 1,921 ",2013
194,CO,LRQA Ltd1365168652.82,14/2/14,Held," 40,916 ",2011
2185,MY,RWTUV1349854401.1,14/2/14,Held," 37,108 ",2010
3670,CN,SGS-UKL1379674155.64,14/2/14,Held," 130,186 ",2012
807,AR,TUEV-SUED1382592732.58,14/2/14,Held," 455,559 ",2013
1430,CN,URSCert1364300743.04,14/2/14,Held," 29,999 ",2011
1430,CN,URSCert1364300743.04,14/2/14,Held, 119 ,2013
386,MY,KBS_Cert1360212703.98,11/2/14,Held," 166,377 ",2012
2141,TH,Germanischer1377863401.51,7/2/14,Held," 46,136 ",2013
2867,IN,KBS_Cert1367229856.35,7/2/14,Held," 31,776 ",2012
2856,IN,KBS_Cert1376458487.87,7/2/14,Held," 42,683 ",2012
2856,IN,KBS_Cert1376458487.87,7/2/14,Held," 35,118 ",2013
2941,IN,RWTUV1373530298.02,7/2/14,Held," 70,297 ",2011
1071,IN,SGS-UKL1297762202.13,7/2/14,Held," 30,942 ",2007
3017,UG,SGS-UKL1366038000.22,7/2/14,Held," 48,240 ",2012
5123,IN,SGS-UKL1372236802.52,7/2/14,Held," 31,418 ",2011
5123,IN,SGS-UKL1372236802.52,7/2/14,Held," 1,114 ",2013
867,MY,SIRIM1364780877.73,7/2/14,Held," 112,220 ",2011
5067,NG,poaiss571744464,5/2/14,Held," 2,376 ",2011
2556,TH,Germanischer1377671552.56,5/2/14,Held," 76,183 ",2011
2556,TH,Germanischer1377671552.56,5/2/14,Held," 29,234 ",2013
1573,IN,RWTUV1322138389.84,5/2/14,Held," 59,599 ",2008
5700,IN,SGS-UKL1374833298.34,31/1/14,Held," 24,549 ",2012
5700,IN,SGS-UKL1374833298.34,31/1/14,Held," 3,371 ",2013
107,MX,TUEV-RHEIN1334209919.78,31/1/14,Held," 51,151 ",2008
4778,CN,China Quality1372207154.69,28/1/14,Held," 157,276 ",2011
5290,VN,TECO1374460325.58,24/1/14,Held," 15,587 ",2011
5290,VN,TECO1374460325.58,24/1/14,Held," 8,702 ",2013
799,CL,TUEV-RHEIN1343903768.99,24/1/14,Held," 234,930 ",2011
1366,CN,BVQI1295858083.34,22/1/14,Held," 357,824 ",2008
2311,CN,TUEV-RHEIN1378112750.79,22/1/14,Held," 11,671 ",2012
2311,CN,TUEV-RHEIN1378112750.79,22/1/14,Held," 26,573 ",2013
2072,CN,China Quality1372207030.25,20/1/14,Held," 132,511 ",2011
3127,MX,DNV-CUK1368201304.88,20/1/14,Held," 18,593 ",2011
3306,CN,Germanischer1374131370.55,20/1/14,Held," 102,591 ",2012
259,CL,SGS-UKL1314870591.36,20/1/14,Held," 45,524 ",2010
2307,CN,TUEV-RHEIN1378111343.72,20/1/14,Held," 11,491 ",2012
2307,CN,TUEV-RHEIN1378111343.72,20/1/14,Held," 26,400 ",2013
708,PE,TUEV-SUED1268048787.86,17/1/14,Held," 137,212 ",2009
3061,CN,CTI1379318622.06,16/1/14,Held," 122,745 ",2011
2772,LK,DNV-CUK1362043244.66,16/1/14,Held," 21,929 ",2012
926,IN,SGS-UKL1271154518.96,16/1/14,Held," 46,960 ",2007
550,CN,SGS-UKL1379664878.89,16/1/14,Held," 2,391,578 ",2013
571,IN,BVQI1370858186.34,10/1/14,Held," 43,420 ",2006
4534,CN,CEC1369038836.19,10/1/14,Held," 56,657 ",2011
4534,CN,CEC1369038836.19,10/1/14,Held," 22,286 ",2013
2766,CN,CTI1378794689.8,10/1/14,Held," 66,268 ",2012
5238,CN,China Quality1372060134.14,10/1/14,Held," 43,253 ",2011
5238,CN,China Quality1372060134.14,10/1/14,Held," 9,054 ",2013
2227,CN,China Quality1372207380.13,10/1/14,Held," 201,297 ",2010
141,EC,RWTUV1363899379.65,10/1/14,Held," 18,762 ",2013
141,EC,RWTUV1363899379.65,10/1/14,Held," 361,911 ",2011
1052,CL,AENOR1324651791.21,9/1/14,Held," 185,620 ",2007
2038,CN,China Quality1372206881.5,9/1/14,Held," 173,821 ",2011
5965,CN,Germanischer1361347196.38,9/1/14,Held," 141,077 ",2012
4963,CN,RWTUV1378927437.65,9/1/14,Held," 191,800 ",2012
4963,CN,RWTUV1378927437.65,9/1/14,Held," 173,753 ",2013
5514,CN,CTI1372301265.21,6/1/14,Held," 99,123 ",2012
5514,CN,CTI1372301265.21,6/1/14,Held," 22,502 ",2013
2348,IN,CarbonCheck_Cert1374822120.12,6/1/14,Held," 124,088 ",2010
2318,BR,DNV-CUK1369656828.68,6/1/14,Held," 43,477 ",2011
2483,CN,LRQA Ltd1360062563.64,6/1/14,Held," 111,716 ",2012
2483,CN,LRQA Ltd1360062563.64,6/1/14,Held," 6,652 ",2013
2509,ID,TUEV-RHEIN1360638793.49,6/1/14,Held," 14,750 ",2012
2898,CN,poaiss331258278,3/1/14,Held," 78,422 ",2012
2898,CN,poaiss331258278,3/1/14,Held," 1,411 ",2012
4240,CN,BVQI1378277358.22,3/1/14,Held," 42,454 ",2012
4240,CN,BVQI1378277358.22,3/1/14,Held," 40,165 ",2013
2766,CN,CTI1378793720.37,3/1/14,Held," 178,586 ",2010
4449,CL,DNV-CUK1360325074.15,3/1/14,Held," 125,061 ",2011
5494,BR,DNV-CUK1364217230.0,3/1/14,Held," 22,826 ",2012
886,CN,Germanischer1365074510.16,3/1/14,Held," 157,461 ",2011
2228,VN,PJR CDM1377267170.66,3/1/14,Held," 77,820 ",2010
2228,VN,PJR CDM1377267170.66,3/1/14,Held," 14,715 ",2013
1525,IN,RWTUV1298977511.29,3/1/14,Held," 4,871 ",2008
1352,IN,RWTUV1332326694.37,3/1/14,Held," 284,662 ",2010
5415,NP,RWTUV1358512249.03,3/1/14,Held," 36,261 ",2011
2469,CN,SGS-UKL1369389362.45,3/1/14,Held," 254,947 ",2010
191,NI,TUEV-RHEIN1342060889.76,3/1/14,Held," 72,236 ",2010
3520,CN,TUEV-RHEIN1378113659.87,3/1/14,Held," 10,670 ",2012
3520,CN,TUEV-RHEIN1378113659.87,3/1/14,Held," 24,408 ",2013
151,MX,TUEV-RHEIN1371654256.05,2/1/14,Held," 736,509 ",2012
3068,CN,CTI1379318340.03,31/12/13,Held," 101,600 ",2012
96,CL,SGS-UKL1215168747.52,31/12/13,Held," 26,157 ",2007
3164,CN,Applus1353925053.55,30/12/13,Held," 318,960 ",2011
3164,CN,Applus1353925053.55,30/12/13,Held," 160,218 ",2013
3499,CN,CEC1359470700.55,30/12/13,Held," 779,334 ",2011
3044,CN,CTI1377594270.73,30/12/13,Held," 153,235 ",2011
5678,IN,DNV-CUK1368538014.12,30/12/13,Held, 6 ,2013
5678,IN,DNV-CUK1368538014.12,30/12/13,Held," 7,191 ",2012
3454,BR,DNV-CUK1369648843.26,30/12/13,Held," 48,995 ",2011
1600,IN,DNV-CUK1376659779.36,30/12/13,Held," 30,729 ",2013
5264,CN,Germanischer1353404441.42,30/12/13,Held," 71,962 ",2011
4056,EC,Germanischer1362409474.49,30/12/13,Held," 77,285 ",2011
3224,CO,ICONTEC1339017636.61,30/12/13,Held," 16,663 ",2010
1176,ID,JQA1361853969.44,30/12/13,Held," 190,059 ",2008
4292,CN,RINA1377245921.16,30/12/13,Held," 172,855 ",2012
4292,CN,RINA1377245921.16_2,30/12/13,Held," 52,307 ",2012
4292,CN,RINA1377245921.16_2,30/12/13,Held," 120,548 ",2013
4274,KR,RWTUV1341379594.92,30/12/13,Held," 101,074 ",2011
97,CL,SGS-UKL1215161608.9,30/12/13,Held," 21,784 ",2007
32,CL,SGS-UKL1299678120.6,30/12/13,Held," 81,740 ",2008
767,CN,SGS-UKL1377007892.71,30/12/13,Held," 680,921 ",2013
3745,VN,TECO1342082838.82,30/12/13,Held," 19,701 ",2011
3745,VN,TECO1362995289.37,30/12/13,Held," 41,066 ",2012
2509,ID,TUEV-RHEIN1351049015.68,30/12/13,Held," 111,274 ",2010
3393,CN,TUEV-SUED1372668403.55,30/12/13,Held," 17,638 ",2012
802,IN,TUEV-SUED1373878881.98,30/12/13,Held," 17,379 ",2011
1685,CN,TUEV-SUED1377490992.03,30/12/13,Held," 162,635 ",2012
1685,CN,TUEV-SUED1377490992.03,30/12/13,Held," 128,934 ",2013
4508,AE,BVQI1345626792.19,24/12/13,Held," 2,004 ",2011
4079,CN,RWTUV1370260155.7,24/12/13,Held," 139,530 ",2012
4079,CN,RWTUV1370260155.7,24/12/13,Held," 36,658 ",2013
1526,BR,DNV-CUK1370418883.05,23/12/13,Held," 46,900 ",2011
3042,SG,JACO1350553039.02,23/12/13,Held," 23,716 ",2011
1351,IN,RWTUV1372684938.52,21/12/13,Held," 47,890 ",2012
3829,CN,BVQI1378983877.91,20/12/13,Held," 51,306 ",2013
3829,CN,BVQI1378983877.91,20/12/13,Held," 47,924 ",2012
4502,CN,CEPREI_Cert1344579090.03,20/12/13,Held," 29,985 ",2011
177,ZA,CarbonCheck_Cert1346676872.69,20/12/13,Held," 152,573 ",2007
2650,ID,DNV-CUK1370593172.17,20/12/13,Held," 62,363 ",2011
2764,CN,RINA1359456308.28,20/12/13,Held," 154,915 ",2011
1351,IN,RWTUV1342603438.9,20/12/13,Held," 47,597 ",2011
5652,CN,RWTUV1371455571.35,20/12/13,Held," 29,865 ",2012
5652,CN,RWTUV1371455571.35,20/12/13,Held," 10,969 ",2013
2487,JO,SGS-UKL1316677582.2,20/12/13,Held," 36,358 ",2009
1153,MY,TUEV-SUED1302257327.24,20/12/13,Held," 35,474 ",2009
99,KR,TUEV-SUED1378375015.32,20/12/13,Held," 1,704,653 ",2013
4359,MU,LRQA Ltd1371542311.25,19/12/13,Held," 30,054 ",2012
3550,IN,TUEV-RHEIN1335597685.06,19/12/13,Held," 3,337 ",2010
5093,CN,China Quality1372667414.7,18/12/13,Held," 76,403 ",2012
984,MY,DNV-CUK1362149912.05,18/12/13,Held," 30,851 ",2011
2727,MY,DNV-CUK1362398096.19,18/12/13,Held," 26,481 ",2011
187,BR,BVQI1305220882.09,17/12/13,Held," 47,229 ",2008
1624,CN,CTI1376567580.43,17/12/13,Held," 80,477 ",2011
1624,CN,CTI1376567580.43,17/12/13,Held," 21,965 ",2013
1743,CN,CEPREI_Cert1371464438.24,16/12/13,Held," 24,277 ",2012
1622,CN,CTI1376571755.6,16/12/13,Held," 71,630 ",2011
1622,CN,CTI1376571755.6,16/12/13,Held," 24,439 ",2013
1619,CN,CTI1376572940.77,16/12/13,Held," 118,403 ",2011
1619,CN,CTI1376572940.77,16/12/13,Held," 36,432 ",2013
3055,CN,CTI1377271308.92,16/12/13,Held," 99,393 ",2012
6203,VN,RWTUV1375439184.17,16/12/13,Held," 6,481 ",2012
6203,VN,RWTUV1375439184.17,16/12/13,Held," 24,125 ",2013
3724,IN,TUEV-RHEIN1349669130.36,16/12/13,Held," 26,570 ",2010
941,KR,KFQ1348471497.24,13/12/13,Held," 824,766 ",2011
2819,IN,SGS-UKL1369820873.81,13/12/13,Held," 96,418 ",2012
2819,IN,SGS-UKL1369820873.81,13/12/13,Held," 23,906 ",2013
254,CL,SGS-UKL1369834449.67,13/12/13,Held," 12,519 ",2012
3935,CN,Germanischer1378708678.13,12/12/13,Held," 56,999 ",2011
960,IN,BVQI1351762380.89,11/12/13,Held," 31,643 ",2009
7181,CN,TUEV-RHEIN1376643916.08,11/12/13,Held," 167,255 ",2013
7181,CN,TUEV-RHEIN1376643916.08,11/12/13,Held," 42,748 ",2012
4590,CN,CEPREI_Cert1375171048.03,9/12/13,Held," 93,145 ",2012
1554,TH,DNV-CUK1323935878.57,9/12/13,Held," 115,131 ",2008
4127,AR,DNV-CUK1357742879.3,9/12/13,Held," 100,188 ",2007
2652,ID,DNV-CUK1370591324.82,9/12/13,Held," 67,794 ",2011
2631,ID,DNV-CUK1370591631.62,9/12/13,Held," 13,413 ",2011
3345,CN,Germanischer1363764666.18,9/12/13,Held," 188,297 ",2011
3424,PH,KEMCO1362532394.81,9/12/13,Held," 44,520 ",2011
5343,VN,TECO1368774743.1,9/12/13,Held," 174,654 ",2012
5343,VN,TECO1368774743.1,9/12/13,Held," 21,179 ",2013
1107,MY,DNV-CUK1360931970.1,6/12/13,Held," 20,422 ",2011
492,HN,RWTUV1367303069.44,6/12/13,Held," 81,211 ",2010
3882,CN,TECO1367576424.03,6/12/13,Held," 17,670 ",2013
3882,CN,TECO1367576424.03,6/12/13,Held," 298,939 ",2011
5393,CL,TUEV-SUED1375440357.6,6/12/13,Held," 87,864 ",2012
5393,CL,TUEV-SUED1375440357.6,6/12/13,Held," 46,411 ",2013
1668,CN,BVQI1371638343.39,5/12/13,Held," 65,520 ",2011
1108,MY,DNV-CUK1360933243.83,5/12/13,Held," 29,146 ",2011
2680,CN,TUEV-RHEIN1375433826.12,4/12/13,Held," 166,692 ",2010
1281,CN,BVQI1371638603.71,3/12/13,Held," 114,064 ",2011
1623,CN,CTI1376570086.61,2/12/13,Held," 23,067 ",2013
1623,CN,CTI1376570086.61,2/12/13,Held," 85,886 ",2011
3378,MX,DNV-CUK1368023410.12,2/12/13,Held," 102,999 ",2011
