CDM project reference number,HostParty,Issuance process ID,Issuance date,Status,Total,Vintage Year
120,MX,DNV-CUK1241985452.42,19/5/10,Held," 28,536 ",2008
1130,IN,DNV-CUK1251200214.05,19/5/10,Held," 33,857 ",2008
1984,CN,DNV-CUK1259563112.67,19/5/10,Held," 74,253 ",2009
1074,CN,SGS-UKL1209372673.68,19/5/10,Held," 36,750 ",2007
309,IN,SGS-UKL1210165716.01,19/5/10,Held," 45,277 ",2007
578,IN,SGS-UKL1210591738.13,19/5/10,Held," 82,917 ",2007
1946,CN,SGS-UKL1260367806.38,19/5/10,Held," 73,054 ",2008
785,MX,TUEV-SUED1242376481.29,19/5/10,Held," 58,075 ",2007
376,IN,TUEV-SUED1253546262.34,19/5/10,Held," 29,942 ",2008
930,LA,DNV-CUK1207207708.23,14/5/10,Held," 2,168 ",2007
240,MX,DNV-CUK1244843029.14,14/5/10,Held," 34,334 ",2008
413,MX,DNV-CUK1246607625.5,14/5/10,Held," 29,255 ",2008
491,CN,DNV-CUK1259932059.59,14/5/10,Held," 66,878 ",2009
1229,CL,TUEV-SUED1259074860.13,14/5/10,Held," 194,822 ",2009
2204,CN,CEC1257413223.12,12/5/10,Held," 33,069 ",2009
105,MX,DNV-CUK1241985262.25,12/5/10,Held," 43,663 ",2008
532,IN,SGS-UKL1210238390.73,12/5/10,Held," 42,613 ",2006
232,CN,SGS-UKL1252425218.23,12/5/10,Held," 1,934,358 ",2009
1150,MX,TUEV-SUED1249298885.35,12/5/10,Held," 15,668 ",2008
1817,CN,TUEV-SUED1255792551.55,12/5/10,Held," 9,101 ",2009
1555,CN,TUEV-SUED1259682594.84,12/5/10,Held," 37,817 ",2008
374,IN,DNV-CUK1251089421.69,6/5/10,Held," 23,544 ",2008
243,IN,DNV-CUK1259594764.94,6/5/10,Held," 34,907 ",2007
831,BR,RWTUV1223624716.24,6/5/10,Held," 20,471 ",2007
560,IN,SGS-UKL1233238009.57,6/5/10,Held," 3,998 ",2006
1243,CN,SGS-UKL1240216214.71,6/5/10,Held," 224,960 ",2008
1339,IN,SGS-UKL1244130414.95,6/5/10,Held," 8,935 ",2008
1416,CN,SGS-UKL1245919773.78,6/5/10,Held," 482,773 ",2008
